,District,VDC/Municipality,Urban/Rural,Age,Gender,Marital Status,Caste/ethnicity,Occupation,What is the current status of your home?,1. Are your main reconstruction needs being addressed?,2. Do you have the information you need to access housing reconstruction support?,3. Have you consulted an engineer for your housing reconstruction needs?,5. Have you received any housing reconstruction support (this includes both financial and technical)?,6. Have you been able to commit your own resources?,7.  Are you aware how to build by using safer housing practices?,8. Do you face any barriers to receive support to reconstruct your house?,10. Are you satisfied with grant dispersal process?,"11. Besides building your home, what is the biggest community reconstruction need of your community?","12. Overall, is the post-earthquake reconstruction process making progress?",12. Are your family’s daily food need being met?,13. What is your primary source of income generation now?,14. How much of your own food do you grow?,15. Has damage from the earthquake impacted your livelihood?,16. Do you face any constraints to livelihood recovery?,17. What one skill would you like to develop in support of your livelihood?,18. Do you feel that your source of livelihood would survive another disaster?,19. Have any members of your family been required to migrate to support your family’s recovery?,HRRP_DNAME,HRRP_DCODE
1726,Okhaldhunga,Pokali VDC,Rural,15-24,Female,Married,Tamang,Agriculture,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Not very much,Not very much,Somewhat yes,Not very much,Roads,Somewhat yes,Not very much,Agriculture / livestock,Little  bit,Not very much,Some concern,New farming skills,Not very much, Yes,Okhaldhunga,524 1 03 12
1727,Okhaldhunga,Pokali VDC,Rural,55+,Male,Married,Tamang,Agriculture,Heavily damaged,Not at all,Not very much,Have not consulted,No,Not very much,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1728,Okhaldhunga,Pokali VDC,Rural,25-39,Male,Married,Tamang,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,Masonry,Not very much,No,Okhaldhunga,524 1 03 12
1729,Okhaldhunga,Pokali VDC,Rural,15-24,Female,Married,Tamang,Government job,Heavily damaged,Not very much,Not very much,Have not consulted,"Not yet, but expected",Not very much,Somewhat yes,Somewhat yes,Not very much,Electricity,Not very much,Not very much,Agriculture / livestock,Half,Somewhat yes,Some concern,Tailoring,Not very much, Yes,Okhaldhunga,524 1 03 12
1730,Okhaldhunga,Pokali VDC,Rural,15-24,Male,Married,Tamang,"Skilled worker (i.e. carpenter, masons)",Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not very much,Somewhat yes,Roads,Not very much,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Somewhat yes, Yes,Okhaldhunga,524 1 03 12
1731,Okhaldhunga,Pokali VDC,Rural,25-39,Male,Married,Tamang,Government job,Heavily damaged,Somewhat yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not very much,Somewhat yes,Roads,Somewhat yes,Completely yes,Government job,All,Somewhat yes,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1732,Okhaldhunga,Pokali VDC,Rural,25-39,Female,Married,Tamang,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Not very much,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1733,Okhaldhunga,Pokali VDC,Rural,25-39,Female,Married,Tamang,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Not very much,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1734,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Male,Married,Dalit,"Skilled worker (i.e. carpenter, masons)",Heavily damaged,Not very much,Not very much,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Not very much,Labour,Little  bit,Somewhat yes,Some concern,Carpentry,Not at all,No,Okhaldhunga,524 1 03 12
1735,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Female,Married,Dalit,Agriculture,Reconstruction started,Somewhat yes,Not very much,Have Consulted,Yes,Somewhat yes,Somewhat yes,Somewhat yes,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Little  bit,Somewhat yes,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1736,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Magar,Agriculture,Heavily damaged,Somewhat yes,Not very much,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Water supply,Not very much,Somewhat yes,Agriculture / livestock,All,Not very much,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1737,Okhaldhunga,Narmadeshwor VDC,Rural,15-24,Female,Married,Chhetri,Agriculture,Completely destroyed - rubble cleared,Somewhat yes,Not very much,Have not consulted,Yes,Completely yes,Somewhat yes,Not very much,Somewhat yes,Roads,Not very much,Completely yes,Agriculture / livestock,All,Somewhat yes,Not many,Tailoring,Somewhat yes,No,Okhaldhunga,524 1 03 12
1738,Okhaldhunga,Narmadeshwor VDC,Rural,25-39,Female,Married,Dalit,Agriculture,Reconstruction started,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Somewhat yes,Somewhat yes,Hospitals/Health Centre,Somewhat yes,Not very much,Labour,Little  bit,Somewhat yes,Some concern,Tailoring,Not very much,No,Okhaldhunga,524 1 03 12
1739,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Female,Married,Dalit,Agriculture,Completely destroyed - rubble cleared,Not at all,Not very much,Have not consulted,"Not yet, but expected",Not at all,Not very much,Somewhat yes,Not at all,Roads,Not very much,Not very much,Labour,Little  bit,Completely yes,Some concern,New farming skills,Not at all,No,Okhaldhunga,524 1 03 12
1740,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Chhetri,Agriculture,Completely destroyed - rubble cleared,Not very much,Not very much,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Hospitals/Health Centre,Not very much,Somewhat yes,Agriculture / livestock,Most,Somewhat yes,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1741,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Female,Married,Newar,Agriculture,Reconstruction completed,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Completely yes,Others,Somewhat yes,Somewhat yes,Agriculture / livestock,Most,Somewhat yes,Some concern,New farming skills,Somewhat yes, Yes,Okhaldhunga,524 1 03 12
1742,Okhaldhunga,Narmadeshwor VDC,Rural,25-39,Female,Married,Magar,Agriculture,Completely destroyed - rubble cleared,Not very much,Not very much,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Religious/ Cultural Heritages,Not very much,Somewhat yes,Remittance,Half,Somewhat yes,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1743,Okhaldhunga,Narmadeshwor VDC,Rural,25-39,Male,Married,Magar,Private sector job,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Most,Somewhat yes,Some concern,Others,Somewhat yes,No,Okhaldhunga,524 1 03 12
1744,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Magar,Agriculture,Heavily damaged,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Somewhat yes,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1745,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Female,Married,Magar,Agriculture,Reconstruction completed,Completely yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Completely yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1746,Okhaldhunga,Narmadeshwor VDC,Rural,25-39,Female,Married,Dalit,"Skilled worker (i.e. carpenter, masons)",Reconstruction completed,Completely yes,Completely yes,Have Consulted,Yes,Somewhat yes,Completely yes,Not very much,Completely yes,Water supply,Somewhat yes,Somewhat yes,Remittance,Half,Somewhat yes,Some concern,New farming skills,Not very much, Yes,Okhaldhunga,524 1 03 12
1747,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Newar,Government job,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Government job,Half,Not very much,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1748,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Newar,Agriculture,Completely destroyed - rubble cleared,Somewhat yes,Somewhat yes,Have not consulted,Yes,Not very much,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1749,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Female,Widow/Widower,Newar,Agriculture,Minor damaged,Somewhat yes,Not very much,Have not consulted,Yes,Don’t Know/Refused,Not very much,Not at all,Not at all,Roads,Not very much,Completely yes,Agriculture / livestock,All,Not very much,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1750,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Newar,Shopkeeper,Heavily damaged,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Water supply,Somewhat yes,Somewhat yes,Business,Most,Somewhat yes,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1751,Okhaldhunga,Narmadeshwor VDC,Rural,15-24,Male,Never Married,Brahmin,Student,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Somewhat yes,Not very much,Completely yes,Not very much,Water supply,Not very much,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,Computer training,Not very much,No,Okhaldhunga,524 1 03 12
1752,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Female,Married,Newar,Agriculture,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Somewhat yes,Not very much,Completely yes,Not at all,Roads,Not very much,Somewhat yes,Remittance,Most,Somewhat yes,Not many,Tailoring,Somewhat yes, Yes,Okhaldhunga,524 1 03 12
1753,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Female,Married,Newar,Agriculture,Completely destroyed - rubble cleared,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Hospitals/Health Centre,Not very much,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1754,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Female,Married,Newar,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,All,Not very much,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1755,Okhaldhunga,Narmadeshwor VDC,Rural,40-54,Female,Widow/Widower,Newar,Agriculture,Completely destroyed - rubble cleared,Not very much,Not very much,Have not consulted,Yes,Not very much,Somewhat yes,Not very much,Somewhat yes,Roads,Not very much,Somewhat yes,Agriculture / livestock,Little  bit,Not very much,Some concern,New farming skills,Not very much, Yes,Okhaldhunga,524 1 03 12
1756,Okhaldhunga,Narmadeshwor VDC,Rural,55+,Male,Married,Newar,Government job,Completely destroyed - rubble cleared,Somewhat yes,Somewhat yes,Have not consulted,Yes,Completely yes,Somewhat yes,Not very much,Somewhat yes,Roads,Not very much,Completely yes,Government job,All,Completely yes,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1757,Okhaldhunga,Narmadeshwor VDC,Rural,25-39,Male,Married,Newar,Government job,Completely destroyed - rubble cleared,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not at all,Somewhat yes,Roads,Not very much,Somewhat yes,Government job,Half,Somewhat yes,Not many,Driving,Somewhat yes,No,Okhaldhunga,524 1 03 12
1758,Okhaldhunga,Patle VDC,Rural,40-54,Female,Married,Sherpa,Agriculture,Reconstruction completed,Not very much,Somewhat yes,Have Consulted,Yes,Not very much,Somewhat yes,Not very much,Not at all,Roads,Not very much,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1759,Okhaldhunga,Patle VDC,Rural,25-39,Female,Married,Dalit,Labourer,Heavily damaged,Not at all,Not at all,Have not consulted,"Not yet, but expected",Not at all,Somewhat yes,Completely yes,Not at all,Roads,Not very much,Not very much,Labour,Little  bit,Not very much,Some concern,New farming skills,Not very much, Yes,Okhaldhunga,524 1 03 12
1760,Okhaldhunga,Patle VDC,Rural,15-24,Female,Never Married,Sherpa,Student,Reconstruction completed,Somewhat yes,Not very much,Have Consulted,Yes,Completely yes,Somewhat yes,Not very much,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,All,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1761,Okhaldhunga,Patle VDC,Rural,25-39,Male,Married,Sherpa,Labourer,Heavily damaged,Somewhat yes,Somewhat yes,Plan to Consult,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,All,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1762,Okhaldhunga,Patle VDC,Rural,40-54,Male,Married,Sherpa,Agriculture,Heavily damaged,Somewhat yes,Not very much,Have Consulted,Yes,Somewhat yes,Somewhat yes,Somewhat yes,Somewhat yes,Roads,Not very much,Somewhat yes,Agriculture / livestock,All,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1763,Okhaldhunga,Patle VDC,Rural,40-54,Male,Married,Sherpa,Agriculture,Reconstruction completed,Completely yes,Completely yes,Have Consulted,Yes,Not very much,Somewhat yes,Somewhat yes,Completely yes,Electricity,Somewhat yes,Somewhat yes,Agriculture / livestock,Half,Not very much,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1764,Okhaldhunga,Patle VDC,Rural,40-54,Male,Married,Sherpa,Agriculture,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Not very much,Somewhat yes,Completely yes,Not at all,Roads,Not very much,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1765,Okhaldhunga,Patle VDC,Rural,25-39,Female,Married,Sherpa,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Not very much,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1766,Okhaldhunga,Patle VDC,Rural,40-54,Female,Married,Sherpa,Agriculture,Heavily damaged,Somewhat yes,Not very much,Have not consulted,No,Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,All,Not very much,Not many,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1767,Okhaldhunga,Patle VDC,Rural,25-39,Female,Married,Dalit,Agriculture,Completely destroyed - rubble cleared,Not at all,Not at all,Have not consulted,"Not yet, but expected",Somewhat yes,Not very much,Completely yes,Not at all,Roads,Not very much,Not very much,Labour,Little  bit,Somewhat yes,Some concern,Masonry,Not at all, Yes,Okhaldhunga,524 1 03 12
1768,Okhaldhunga,Patle VDC,Rural,40-54,Male,Married,Sherpa,Agriculture,Reconstruction started,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Somewhat yes,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1769,Okhaldhunga,Patle VDC,Rural,40-54,Male,Married,Sherpa,Agriculture,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Completely yes,Not at all,Electricity,Not very much,Somewhat yes,Agriculture / livestock,Half,Not very much,Some concern,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1770,Okhaldhunga,Patle VDC,Rural,40-54,Female,Married,Sherpa,Agriculture,Heavily damaged,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Roads,Somewhat yes,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1771,Okhaldhunga,Patle VDC,Rural,40-54,Female,Married,Sherpa,Agriculture,Heavily damaged,Not very much,Not very much,Have not consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,Most,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1772,Okhaldhunga,Patle VDC,Rural,25-39,Female,Married,Sherpa,Agriculture,Heavily damaged,Not very much,Not very much,Have not consulted,"Not yet, but expected",Not very much,Somewhat yes,Somewhat yes,Not very much,Electricity,Not very much,Somewhat yes,Agriculture / livestock,Half,Not very much,Not many,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1773,Okhaldhunga,Patle VDC,Rural,15-24,Female,Never Married,Sherpa,Agriculture,Reconstruction completed,Not very much,Not very much,Have Consulted,Yes,Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,Half,Somewhat yes,Some concern,Tailoring,Not very much, Yes,Okhaldhunga,524 1 03 12
1774,Okhaldhunga,Patle VDC,Rural,40-54,Male,Married,Sherpa,Agriculture,Reconstruction completed,Not very much,Not very much,Have Consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Somewhat yes,Not at all,Roads,Not very much,Somewhat yes,Agriculture / livestock,Most,Not very much,Not many,New farming skills,Not very much,No,Okhaldhunga,524 1 03 12
1775,Okhaldhunga,Patle VDC,Rural,55+,Male,Married,Sherpa,Agriculture,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,All,Not very much,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1776,Okhaldhunga,Patle VDC,Rural,25-39,Male,Married,Sherpa,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have Consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Roads,Not very much,Completely yes,Agriculture / livestock,All,Somewhat yes,Not many,New farming skills,Completely yes,No,Okhaldhunga,524 1 03 12
1777,Okhaldhunga,Patle VDC,Rural,40-54,Female,Married,Sherpa,Agriculture,Reconstruction completed,Somewhat yes,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Not very much,Not very much,Religious/ Cultural Heritages,Somewhat yes,Somewhat yes,Agriculture / livestock,Most,Somewhat yes,Some concern,New farming skills,Somewhat yes,No,Okhaldhunga,524 1 03 12
1778,Okhaldhunga,Patle VDC,Rural,55+,Male,Married,Sherpa,Shopkeeper,Heavily damaged,Not at all,Not very much,Have not consulted,"Not yet, but expected",Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Completely yes,Tea shop/shop,All,Not very much,Not many,Entrepreneurship,Somewhat yes,No,Okhaldhunga,524 1 03 12
1779,Okhaldhunga,Patle VDC,Rural,40-54,Female,Married,Sherpa,Agriculture,Reconstruction completed,Not very much,Somewhat yes,Have not consulted,Yes,Somewhat yes,Somewhat yes,Somewhat yes,Not very much,Roads,Not very much,Somewhat yes,Agriculture / livestock,Most,Somewhat yes,Some concern,New farming skills,Not very much, Yes,Okhaldhunga,524 1 03 12
1780,Lalitpur,Lalitpur Sub- Metropolitant,Urban,25-39,Female,Married,Newar,Shopkeeper,Heavily damaged,Not very much,Somewhat yes,Have Consulted,No,Not very much,Somewhat yes,Don’t Know/Refused,Not very much,Water supply,Somewhat yes,Somewhat yes,Business,None,Not very much,Not many,Entrepreneurship,Somewhat yes,No,Lalitpur,524 2 05 25
1781,Lalitpur,Lalitpur Sub- Metropolitant,Urban,40-54,Male,Married,Newar,Private sector job,Heavily damaged,Not very much,Not very much,Have Consulted,No,Not very much,Somewhat yes,Somewhat yes,Not very much,Water supply,Somewhat yes,Somewhat yes,Business,None,Not very much,Not many,Entrepreneurship,Not very much,No,Lalitpur,524 2 05 25
